"","lead_id","name","company","qualification_level_code_text","user_status_code_text","account_life_cycle_status_code_text","life_cycle_status_code_text","origin_type_code_text","priority_code_text","group_code_text","c4c_account_state","bci_project_state","bci_project_type","bci_project_status","estimated_project_value","bci_project_stage","opportunity_id","sale","project_state","log_value","type"
"2557",56218,"ROOM TO BREATHE PROGRAM - UMBAKUMBA","Department of Local Government","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NT","Northern Territory","houses - upgrade","Tenders To Be Called",2500000,"Documentation","NULL","0","Tenders To Be Called",14.7318012898384,"house"
"2558",56221,"14-16 Banksia Ave Banksia NSW 2216","Resolut Building Solutions","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","boarding house (49 rooms) - 4 storey","Development Application",4545064,"Documentation","NULL","0","Development Application",15.3295523669027,"house"
"2559",56222,"MARINE RESCUE NSW - CRONULLA","Marine Rescue NSW - Headquarte","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","emergency services facility","Feasibility/EIS/Submission of Proposals/Master Planning",1.2e+07,"Concept","NULL","0","low_chance",16.3004172077523,"other"
"2560",56224,"WILSONTON SHOPPING CENTRE REDEVELOPMENT STAGE 2","Penfold Projects Pty Ltd - Bri","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","showroom | restaurant | service station | car wash for shopping centre - single storey","Development Application",1.8e+07,"Documentation","NULL","0","Development Application",16.7058823158604,"commercial"
"2561",56243,"212 Ballarat Rd Lot 1 on PS327743 Maidstone VIC 3012","Leigh Design Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","townhouses (12) - 3 storey","Development Approval",2400000,"Documentation","NULL","0","Development Approval",14.6909792953182,"townhouse"
"2562",56260,"CASTRELLA","Andrew Martin Planning Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","residential aged care facility (34 rooms) - 4 buildings - 2 storey","Development Application",5e+06,"Documentation","NULL","0","Development Application",15.4249484703984,"aged_care"
"2563",56279,"THE MALAGA HUB","Stewart Urban Planning Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","WA","Western Australia","warehouse | medical centre | service station | gymnasium | showrooms (2) | fast food restaurants (2)","Development Approval",9e+06,"Documentation","NULL","0","Development Approval",16.0127351353005,"house"
"2564",56280,"96 Philip Charley Dr cnr Gunsynd Ch Lots 401 DP 244641 & 334 DP 1237302 Port Macquarie NSW 2444","Morr Constructions Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","townhouses (8) - 2 storey","Construction Certificate Submitted",2500000,"Documentation","NULL","0","low_chance",14.7318012898384,"townhouse"
"2565",56282,"HURTLE &amp; CO - STAGE 5","Forme Projex Pty Ltd SA","Warm","Converted","Active","Converted","BCI/Cordell","Normal","Commercial Project","SA","South Australia","apartments (35) | shop - 9 storey","Development Approval",1e+07,"Documentation","27128","1","Development Approval",16.1180956509583,"apartment"
"2566",56297,"FERNTREE BUSINESS PARK - MTAA SUPER - STAGE 1A","Built VIC Pty Ltd","Hot","Converted","Active","Converted","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","office building - 6 storey","Construction Commenced",3.5e+07,"Construction","27108","1","Construction Commenced",17.3708586194537,"commercial"
"2567",56312,"PERCIVAL RD","Hamilton City Council","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","road - relocation","Tenders Called",4e+06,"Tender","NULL","0","low_chance",15.2018049190842,"road"
"2568",56315,"607 Great South Rd Lot 1 DP 80232 Manukau NZ 2104","The Trust Company Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","storage facility - 5 storey","Development Approval",1.8e+07,"Documentation","NULL","0","Development Approval",16.7058823158604,"other"
"2569",56325,"42 ON KING","Archistudio Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","townhouses (42) - 3 storey","Development Approval",1.5e+07,"Documentation","NULL","0","Development Approval",16.5235607590665,"townhouse"
"2570",56326,"RUAKURA RD WEST","Hamilton City Council","Hot","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","road","Tenders Called",3e+07,"Tender","NULL","0","low_chance",17.2167079396264,"road"
"2571",56333,"ARCHES MISSION BAY","Atkin Garden Development Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","apartments (21) - 3 storey","Construction Certificate Submitted",4e+06,"Documentation","NULL","0","low_chance",15.2018049190842,"apartment"
"2572",56344,"BOTANY TOWN CENTRE","AMP Capital Ltd - Auckland","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","shopping centre - structural upgrade","Construction Certificate Approved",4500000,"Documentation","NULL","0","low_chance",15.3195879547405,"other"
"2573",56345,"COUNTDOWN - PIONEER HWY","Nema Construction Estimating Ltd -","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","supermarket | shops (2) - single storey","Contract Awarded/Builder Apptd",1e+07,"Tender","NULL","0","Contract Awarded/Builder Apptd",16.1180956509583,"other"
"2574",56355,"KIDZ FIRST CHILDRENS HOSPITAL, MCINDOE BUILDING & MESH","Counties Manukau District Health Bo","Hot","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","hospital - refurbishment","Development Approval",5e+07,"Documentation","NULL","0","Development Approval",17.7275335633924,"public"
"2575",56356,"KAINGA ORA HOMES - EPUNI STAGE 3","Armstrong Downes Commercial Ltd","Hot","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","apartments (63) | houses | community facility","Tenders Closed Contract not yet Let",3e+07,"Tender","NULL","0","low_chance",17.2167079396264,"apartment"
"2576",56391,"DUNCANS BUILDINGS","Craig Rogers Building Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","heritage building - restoration - 2 storey","Feasibility/EIS/Submission of Proposals/Master Planning",2e+06,"Concept","NULL","0","low_chance",14.5086577385242,"other"
"2577",56406,"State Hwy 1  Dunedin NZ 9016","Dunedin City Council","Hot","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","roadworks - upgrade","Feasibility/EIS/Submission of Proposals/Master Planning",1e+08,"Concept","NULL","0","low_chance",18.4206807439524,"road"
"2578",56443,"WILD DOG FENCE EXTENSION PROJECT - SA ALIGNMENT - MASTERPLAN","NSW Department of Finance, Ser","Hot","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","dog fence - extension","Development Approval",37500000,"Documentation","NULL","0","Development Approval",17.4398514909406,"other"
"2579",56444,"137A Princes Hwy Lot 700 in DP845017 Wolli Creek NSW 2205","Rothelowman Architects (tradin","Hot","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","apartments (134) | retail showrooms (2) - 9 storey","Appeal Lodged",48695154,"Documentation","NULL","0","Appeal Lodged",17.7010900759148,"apartment"
"2580",56483,"CORPORATION BUILDING","City Of Sydney Council","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","office building | shops - refurbishment - 2 storey","Contract Awarded/Builder Apptd",3153000,"Tender","NULL","0","Contract Awarded/Builder Apptd",14.9638649385272,"commercial"
"2581",56493,"POUTO RD SEALING PHASE 1","Kaipara District Council","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","roadworks - seal extension","Contract Awarded/Builder Apptd",5050000,"Tender","NULL","0","Contract Awarded/Builder Apptd",15.4348988012515,"road"
"2582",56494,"POUTO RD SEALING PHASE 2","Kaipara District Council","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","roadworks - seal extension","Contract Awarded/Builder Apptd",2e+06,"Tender","NULL","0","Contract Awarded/Builder Apptd",14.5086577385242,"road"
"2583",56496,"51 Florence Ave Lot 90 DP 38916 Orewa NZ 0931","Oceania P&amp;D Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","mixed use development | shops | apartments (15) - 5 storey","Construction Certificate Approved",5e+06,"Documentation","NULL","0","low_chance",15.4249484703984,"apartment"
"2584",56498,"25 Kywanna Rd Lot 1 in DP1015678 Table Top NSW 2640","Dennis, Price &amp; Miller Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","New South Wales","subdivision (380 lots) - residential","Development Application",1.9e+07,"Documentation","NULL","0","Development Application",16.7599495371307,"other"
"2585",56545,"BUPA CARE - WHANGAREI STAGE B","Bupa Care Services NZ Ltd - Aucklan","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","villas (24) for retirement village","Construction Certificate Submitted",6e+06,"Documentation","NULL","0","low_chance",15.6072700271923,"aged_care"
"2586",56565,"TAIRAWHITI NAVIGATIONAL &amp; INNER HARBOUR PROJECT - STAGE 7","Gisborne District Council","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","bridge","Tenders To Be Called",3063000,"Documentation","NULL","0","Tenders To Be Called",14.9349053858149,"public"
"2587",56595,"PROJECT ENERGY CONNECT - NEW SOUTH WALES SECTION","CPB Contractors - Sydney (Form","Hot","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","transmission line","Contract Awarded/Builder Apptd",1e+09,"Tender","NULL","0","Contract Awarded/Builder Apptd",20.7232658369464,"other"
"2588",56606,"CAMDEN DEPOT","Project Coordination (Australi","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","council depot | offices","Tenders Closed Contract not yet Let",2500000,"Tender","NULL","0","low_chance",14.7318012898384,"commercial"
"2589",56607,"16-38 Williwbank Ave Napier NZ 4110","Stradegy Planning Ltd - Napier","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","subdivision (162 lots) - residential","Development Application",8100000,"Documentation","NULL","0","Development Application",15.9073746196427,"other"
"2590",56608,"WARRAGUL LEISURE CENTRE STADIUM","Baw Baw Shire Council","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","indoor sports stadium for leisure centre - single storey","Competition / Design Tender",1e+07,"Concept","NULL","0","low_chance",16.1180956509583,"other"
"2591",56624,"MANGAWHAI SHARED PATH","Kaipara District Council","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","shared path network","Development Approval",16800000,"Documentation","NULL","0","Development Approval",16.6368894443735,"other"
"2592",56627,"TURAKINA RISE & BOURN BROOK ROADING EXTENSION","Hamilton City Council","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","road - extension","Contract Awarded/Builder Apptd",3e+06,"Tender","NULL","0","Contract Awarded/Builder Apptd",14.9141228466324,"road"
"2593",56628,"1 Ahunga Rd LOT 101 DP 528695 Drury NZ 2578","M Consultant Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","terraced houses (12)","Development Application",2400000,"Documentation","NULL","0","Development Application",14.6909792953182,"house"
"2594",56633,"PARKES SPECIAL ACTIVATION PRECINCT - STAGE 1","Fulton Hogan Ltd (formerly FRH","Hot","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","enabling works for activation precinct","Tenderers Named",185400000,"Tender","NULL","0","Tenderers Named",19.038026211096,"other"
"2595",56637,"15-19 Walter Ave & 33 Thirza Ave Lot 1 & 2 on DP50101 Mitchell Park SA 5043","Renewal SA","Warm","Converted","Active","Converted","BCI/Cordell","Normal","Commercial Project","SA","South Australia","townhouses (16) | group homes (14) - 2 storey","Construction Commenced",7500000,"Construction","28453","1","Construction Commenced",15.8304135785065,"townhouse"
"2596",56638,"625 Hunter St Lot 1 DP 998023 Newcastle NSW 2300","Design Confidence (Sydney) Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","apartments (38) | cafe - 2 buildings - 14 storey","Development Application",7634000,"Documentation","NULL","0","Development Application",15.8481225122873,"apartment"
"2597",56640,"LAKEVIEW PRECINCT","Architectus - Bowes Clifford Thomso","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","subdivision (9) - commercial & residential","Feasibility/EIS/Submission of Proposals/Master Planning",450000,"Concept","NULL","0","low_chance",13.0170028617465,"commercial"
"2598",56662,"WORKS FOR QUEENSLAND: GOONDIWINDI SWIMMING POOL","Taylor Builders Pty Ltd (also","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","swimming pool - upgrade","Contract Awarded/Builder Apptd",2749000,"Tender","NULL","0","Contract Awarded/Builder Apptd",14.8267477671474,"other"
"2599",56667,"YARRABILBA FIRE & RESCUE STATION","FKG Group - Brisbane","Warm","Converted","Active","Converted","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","fire & rescue station","Construction Commenced",2970000,"Construction","28228","1","Construction Commenced",14.9040725107789,"other"
"2600",56679,"8 Kenderdine Rd Papatoetoe NZ 2025","Oaks Development Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","retaining wall","Construction Commenced",3e+06,"Construction","NULL","0","Construction Commenced",14.9141228466324,"other"
"2601",56680,"51 Lambie Dr Lot 4 DP 186737 Manukau NZ 2104","Murdoch Newell Management Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","commercial buildings (2) | hotel","Development Application",5e+06,"Documentation","NULL","0","Development Application",15.4249484703984,"commercial"
"2602",56690,"MURDOCH UNIVERSITY - PERTH, MANDURAH &amp; ROCKINGHAM","Murdoch University - South Str","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","WA","Western Australia","building & infrastructure services for universities (3) - refurbishment","Expressions / Registrations of Interest",2e+06,"Tender","NULL","0","low_chance",14.5086577385242,"other"
"2603",56720,"INVOCARE COBURG","Progetto Design SA","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","SA","Victoria","funeral parlour - single storey","Development Approval",2600000,"Documentation","NULL","0","Development Approval",14.7710220029917,"other"
"2604",56725,"33-37 Rupert St Lot 1 on TP547641V Collingwood VIC 3066","Urbis Pty Ltd - Melbourne","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","office building | cafe - 10 storey","Development Approval",8500000,"Documentation","NULL","0","Development Approval",15.9555767214605,"commercial"
"2605",56726,"INSLEY / MOIR / MOLESWORTH INTERSECTIONS","Kaipara District Council","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","intersections (2) - upgrade","Tenders To Be Called",3200000,"Documentation","NULL","0","Tenders To Be Called",14.97866136777,"road"
"2606",56738,"ELEMENT 27 PHASE 3","Cardno Ltd - Perth (WA Head Office)","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","WA","Western Australia","apartments (91) - 5 storey","Development Approval",2.7e+07,"Documentation","NULL","0","Development Approval",17.1113474239686,"apartment"
"2607",56741,"15, 17 & 19 Fieldsend St Lot 4-6 DP 35465 East Maitland NSW 2323","Urbis Pty Ltd - Sydney","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","affordable housing units (18) - 3 storey","Development Approval",5650000,"Documentation","NULL","0","Development Approval",15.5471661031226,"other"
"2608",56749,"NATIONAL MUTUAL LIFE BUILDING","David Hamilton Group","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","offices (2) | shop | restaurant / bar - extension - 3 level","Development Approval",5e+06,"Documentation","NULL","0","Development Approval",15.4249484703984,"commercial"
"2609",56793,"CSIRO - PARKVILLE RELOCATION PROJECT","Arete Australia Pty Ltd (Divis","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","research facilities - 2 buildings - relocation - 2 levels","Construction Commenced",8327000,"Construction","NULL","0","Construction Commenced",15.935013805218,"other"
"2610",56803,"BOWEN HOSPITAL","Paynters (formerly Paynter Dix","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","medical imaging building for hospital - 2 storey","Tenderers Named",3e+06,"Tender","NULL","0","Tenderers Named",14.9141228466324,"public"
"2611",56809,"149-151 Melbourne St Lot 644 on FP 183916 North Adelaide SA 5006","Urban &amp; Regional Planning Solut","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","SA","South Australia","apartments (5) | tourist accommodation units (4) | shops - 5 storey","Development Approval",2400000,"Documentation","NULL","0","Development Approval",14.6909792953182,"apartment"
"2612",56841,"AUSTRALIAN SPACE DATA ANALYSIS FACILITY (ASDAF)","Department of Industry, Innova","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","ACT","Western Australia","research facility","Feasibility/EIS/Submission of Proposals/Master Planning",6e+06,"Concept","NULL","0","low_chance",15.6072700271923,"other"
"2613",56872,"NSW AMBULANCE CONTROL CENTRE CHARLESTOWN","Kingston Building Australia Pt","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","ambulance control centre - refurbishment","Tenderers Named",2e+06,"Tender","NULL","0","Tenderers Named",14.5086577385242,"other"
"2614",56880,"SAMS RD: BRUCE HWY - JOINT LEVEE RD","Department of Transport & Main","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","roadworks - pavement strengthening","Tenders To Be Called",4e+06,"Documentation","NULL","0","Tenders To Be Called",15.2018049190842,"road"
"2615",56882,"AHUROA RD SEALING","Auckland Council","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","road - sealing","Development Approval",3e+06,"Documentation","NULL","0","Development Approval",14.9141228466324,"road"
"2616",56885,"ANSTO AUSTRALIAN SYNCHROTRON - BEAMLINE USER CABINS","Australian Nuclear Science & T","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","Victoria","beamline user cabins for research centre","Tenders Closed Contract not yet Let",2e+06,"Tender","NULL","0","low_chance",14.5086577385242,"other"
"2617",56890,"ALLIANCE AUTOMATION - BRISBANE","Ace Space Design (Craig Stange","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","workshop | warehouse - 2 storey","Construction Commenced",7e+06,"Construction","NULL","0","Construction Commenced",15.7614207070196,"house"
"2618",56961,"DISTRICT DOCKLANDS - 1B-6 MECCANO BUILDING","The District Docklands (former","Hot","Converted","Active","Converted","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","office building | retail shop","Tenderers Named",3e+07,"Tender","27261","1","Tenderers Named",17.2167079396264,"commercial"
"2619",56984,"WANGETTI TRAIL: PALM COVE - WANGETTI","McNab Constructions Pty Ltd - Brisb","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","walking & cycling trail | camping area","Tenders To Be Called",9e+06,"Documentation","NULL","0","Tenders To Be Called",16.0127351353005,"other"
"2620",57001,"40 Glendon Rd Lot 8 & Lot 34 DP 32788 & DP 792126 Double Bay NSW 2028","Dapple Landscape Design Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","apartments (3) - 2 storey","Development Application",2605000,"Documentation","NULL","0","Development Application",14.7729432331696,"apartment"
"2621",57004,"BLOOM RESIDENCES","Hassell Pty Ltd - Perth","Warm","Converted","Active","Converted","BCI/Cordell","Normal","Commercial Project","WA","Western Australia","apartments (38) | office - 6 storey","Tenders To Be Called",1.3e+07,"Documentation","NULL","0","Tenders To Be Called",16.3804599154258,"apartment"
"2622",57014,"HONEYSUCKLE FORESHORE PUBLIC DOMAIN PLAN","Urbis Pty Ltd - Sydney","Hot","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","public domain - upgrade","Development Approval",5.5e+07,"Documentation","NULL","0","Development Approval",17.8228437431967,"other"
"2623",57031,"925 Old Maitland Rd Lot 45 DP1114966 Bishops Bridge NSW 2326","Tattersall Lander Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","poultry sheds (6) - single storey","Tenders To Be Called",4200000,"Documentation","NULL","0","Tenders To Be Called",15.2505950832536,"other"
"2624",57034,"PASSFIELD PARK SCHOOL FOR SPECIAL PURPOSES","NSW Department Of Education -","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","school - redevelopment - 2 storey","Tenders To Be Called",2.5e+07,"Documentation","NULL","0","Tenders To Be Called",17.0343863828325,"public"
"2625",57041,"GATTON STUDENT HUB","Laud Ink Pty Ltd","Warm","Converted","Active","Converted","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","student accommodation (123 beds) | cafe - 4 storey","Contract Awarded/Builder Apptd",3e+06,"Tender","27561","1","Contract Awarded/Builder Apptd",14.9141228466324,"other"
"2626",57049,"EXPLORERS EARLY LEARNING - ASHWOOD","Metro Property Development Pty","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","childcare centre (130 place) - 2 storey","Abandoned",2200000,"Documentation","NULL","0","low_chance",14.6039679183285,"public"
"2627",57052,"BENSON RD HOUSING DEVELOPMENT","Nema Construction Estimating Ltd -","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","houses (8) | terrace units (4) | duplex - up to 2 storey","Construction Commenced",4e+06,"Construction","NULL","0","Construction Commenced",15.2018049190842,"house"
"2628",57056,"3 Cassia St Lot 6 on SP297212 & 2-4 Janita Dr Lot 5 on SP297228 Browns Plains QLD 4118","Mark Baldock Landscape Architect Pt","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","townhouses (27) - 2 storey","Development Application",7e+06,"Documentation","NULL","0","Development Application",15.7614207070196,"townhouse"
"2629",57059,"146  & 160 The Ruins Way Lot 321 DP 1199939, Lot 31 DP 835437 & Lot  2 DP 813302 Port Macquarie NSW 2444","Beukers & Ritter Consulting (K","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","subdivision (123 lots) - residential","Construction Certificate Approved",4392000,"Documentation","NULL","0","low_chance",15.2952952621715,"other"
"2630",57107,"GOLDEN BAY RESIDENTIAL ESTATE - STAGE 5C","Cossill &amp; Webley Consulting Eng","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","WA","Western Australia","subdivision (52 lots) - residential","Development Approval",3120000,"Documentation","NULL","0","Development Approval",14.9533435597857,"other"
"2631",57121,"14 Wheeler Cres Lot 101 RP163191 Currumbin Waters QLD 4223","Boris Design Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","warehouses (5) | self storage facility (3 units) - single storey","Construction Certificate Approved",5e+06,"Documentation","NULL","0","low_chance",15.4249484703984,"house"
"2632",57127,"HMAS HARMAN - DEFENCE NETWORK OPERATIONS CENTRE (DNOC)","Augility Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","ACT","New South Wales","office - alterations & additions - 2 storey","Tenders Closed Contract not yet Let",2e+06,"Tender","NULL","0","low_chance",14.5086577385242,"commercial"
"2633",57133,"35-49 Beal St Lot 17 on SP240186 Meadowbrook QLD 4131","Cambray Consulting Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","warehouses (2) | office - single storey","Development Approval",6e+06,"Documentation","NULL","0","Development Approval",15.6072700271923,"house"
"2634",57134,"MOTORAMA","Beth Meehan Consulting Pty Ltd (BMC","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","warehouse (28 tenancies) - single storey","Development Approval",5e+06,"Documentation","NULL","0","Development Approval",15.4249484703984,"house"
"2635",57139,"39 Killeaton St Lot 23 DP 15578 St Ives NSW 2075","Earthscape Horticultural Services","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","senior living units (5) - 2 storey","Development Approval",2569380,"Documentation","NULL","0","Development Approval",14.7591751826309,"aged_care"
"2636",57176,"NSW TEACHERS FEDERATION","NSW Teachers Federation","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","offices - fitout - 2 levels","Construction Commenced",2125000,"Construction","NULL","0","Construction Commenced",14.5692823603407,"commercial"
"2637",57211,"1-7 Simpson St Lots 421-425 DP 36692 Dundas Valley NSW 2117","Urbanistica Pty Ltd","Warm","Converted","Active","Converted","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","apartments (62) | childcare centre (90 place) - 6 storey","Development Application",1e+07,"Documentation","27491","1","Development Application",16.1180956509583,"apartment"
"2638",57221,"ONE MILE COUNTRY CLUB - MASTERPLAN","Covey Associates - North Lakes (for","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","townhouses (118) | clubhouse","Construction Commenced",24372000,"Construction","NULL","0","Construction Commenced",17.0089454903505,"townhouse"
"2639",57222,"9-13 Abbotford St Lot 1-2 DP 786825 Kensington NSW 2033","David Mitchell Architects","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","boarding house (85 rooms) | managers room - 4 storey","Appeal Lodged",9130000,"Documentation","NULL","0","Appeal Lodged",16.0270762525712,"house"
"2640",57229,"90-102 Regent St Lot 1-3 Sec 2 DP 3954 Lot 1 DP 184335 SP 57425 Redfern NSW 2016","Urbis Pty Ltd - Sydney","Hot","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","student accommodation units (381) | shop - 18 storey","Development Application",5.1e+07,"Documentation","NULL","0","Development Application",17.7473361906886,"other"
"2641",57235,"59 Dalgety Dr Lot 2 DP 109098 Manukau NZ 2104","Bayleys Real Estate Ltd - Manukau","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","warehouse - alterations & additions - single storey","Construction Commenced",5e+06,"Construction","NULL","0","Construction Commenced",15.4249484703984,"house"
"2642",57242,"ENFIELD MEMORIAL PARK","Oxigen Architects SA","Warm","Converted","Active","Converted","BCI/Cordell","Normal","Commercial Project","SA","South Australia","multipurpose community precinct for memorial park - single storey","Tenderers Named",13504695,"Tender","28259","1","Tenderers Named",16.4185479607258,"other"
"2643",57244,"ESR HORSLEY LOGISTICS PARK - MASTERPLAN","Urbis Pty Ltd - Sydney","Hot","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","warehouses (6) | distribution centres","Development Application",110020000,"Documentation","NULL","0","Development Application",18.5161727254116,"house"
"2644",57248,"HENRY LAWSON DR - STAGE 1A","Godden Mackay Logan (GML) Heritage","Hot","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","roadworks - upgrade","Expressions / Registrations of Interest",1e+08,"Tender","NULL","0","low_chance",18.4206807439524,"road"
